ID,IS_COMMON_POSITION,EPC,VARIANCE,METHOD,BESTIMATE,FASTIMATE,DIFFERENCE
0342402,no,56.88,low,MCG,57.1,56.4,-0.2
0343032,no,55.91,medium,MCG,56.8,56.9,-0.9
0343122,no,55.61,medium,MCG,56.1,55.7,-0.5
0343212,no,56.09,medium,MCG,56.3,55.7,-0.3
0343302,no,57.23,medium,MCG,57.6,56.9,-0.4
0344022,no,57,high,MCG,57.6,57.4,-0.6
0344112,no,57.15,high,MCG,57.3,56.2,-0.2
0344202,no,58.19,high,MCG,58.1,57.4,0.1
0345012,no,58.74,high,MCG,59.1,57.9,-0.4
0345102,no,59.44,high,MCG,59.4,57.9,0
0346002,no,60.93,high,MCG,61.2,59.6,-0.3
0350052,no,57.69,low,MCG,57.4,57.6,0.3
0350142,no,57.08,low,MCG,56.6,56.4,0.5
0350232,no,56.97,low,MCG,56.4,56.4,0.6
0350322,no,57.23,low,MCG,56.6,56.4,0.6
0350412,no,57.87,low,MCG,57.4,56.4,0.5
0350502,no,59.12,low,MCG,58.6,57.6,0.5
0351042,no,56.81,low,MCG,57.4,56.9,-0.5
0351132,no,56.3,low,MCG,56.6,55.7,-0.3
0351222,no,56.31,low,MCG,56.4,55.7,0
0351312,no,56.95,low,MCG,57.1,55.7,-0.1
0351402,no,58.26,low,MCG,58.4,56.9,-0.1
0352032,no,56.72,medium,MCG,57.6,57.4,-0.9
0352122,no,56.51,medium,MCG,56.9,56.2,-0.3
0352212,no,57.02,medium,MCG,57.1,56.2,-0.1
0352302,no,58.18,medium,MCG,58.4,57.4,-0.2
0353022,no,57.49,high,MCG,58.4,57.9,-0.9
0353112,no,57.8,high,MCG,58.1,56.7,-0.3
0353202,no,58.87,high,MCG,58.9,57.9,0
0354012,no,59.13,high,MCG,59.6,58.4,-0.5
0354102,no,60.01,high,MCG,59.9,58.4,0.2
0355002,no,61.34,high,MCG,61.4,60.1,0
0360042,no,59.04,low,MCG,58.9,58.6,0.2
0360132,no,58.57,low,MCG,58.1,57.4,0.5
0360222,no,58.58,low,MCG,57.9,57.4,0.7
0360312,no,59.05,low,MCG,58.6,57.4,0.4
0360402,no,60.11,low,MCG,59.9,58.6,0.3
0361032,no,58.32,medium,MCG,58.9,57.9,-0.5
0361122,no,58.07,medium,MCG,58.1,56.7,0
0361212,no,58.46,medium,MCG,58.4,56.7,0.1
0361302,no,59.61,medium,MCG,59.6,57.9,0
0362022,no,58.52,high,MCG,59.1,58.4,-0.6
0362112,no,58.87,high,MCG,58.9,57.2,0
0362202,no,59.92,high,MCG,59.6,58.4,0.3
0363012,no,59.89,high,MCG,60.4,58.9,-0.5
0363102,no,60.89,high,MCG,60.6,58.9,0.3
0364002,no,62.08,high,MCG,62.1,60.6,0
0370032,no,60.63,medium,MCG,60.4,59.6,0.3
0370122,no,60.36,medium,MCG,59.6,58.4,0.8
0370212,no,60.56,medium,MCG,59.9,58.4,0.7
0370302,no,61.39,medium,MCG,61.1,59.6,0.3
0371022,no,60.23,high,MCG,60.4,58.9,-0.1
0371112,no,60.41,high,MCG,60.1,57.7,0.3
0371202,no,61.28,high,MCG,60.9,58.9,0.4
0372012,no,61.06,high,MCG,61.1,59.4,0
0372102,no,61.99,high,MCG,61.4,59.4,0.6
0373002,no,63.06,high,MCG,62.9,61.1,0.2
0380022,no,62.52,high,MCG,61.9,60.6,0.7
0380112,no,62.52,high,MCG,61.6,59.4,0.9
0380202,no,63.03,high,MCG,62.4,60.6,0.7
0381012,no,62.69,high,MCG,62.4,59.9,0.3
0381102,no,63.34,high,MCG,62.6,59.9,0.7
0382002,no,64.25,high,MCG,63.6,61.6,0.6
0390012,no,64.79,high,MCG,63.8,61.6,0.9
0390102,no,65.08,high,MCG,64.1,61.6,1
0391002,no,65.66,high,MCG,64.8,62.1,0.8
03A0002,no,67.42,high,MCG,66.3,63.8,1.1
0400092,no,56.7,rollish,None,-1,-1,57.7
0400182,no,56.01,rollish,None,-1,-1,57
0400272,no,55.72,rollish,None,-1,-1,56.7
0400362,no,55.57,rollish,None,-1,-1,56.6
0400452,no,55.55,rollish,None,-1,-1,56.5
0400542,no,55.71,rollish,None,-1,-1,56.7
0400632,no,56.06,rollish,None,-1,-1,57.1
0400722,no,56.66,rollish,None,-1,-1,57.7
0400812,no,57.67,rollish,None,-1,-1,58.7
0400902,no,59.2,rollish,None,-1,-1,60.2
0401082,no,56.5,rollish,None,-1,-1,57.5
0401172,no,55.43,rollish,None,-1,-1,56.4
0401262,no,54.93,rollish,None,-1,-1,55.9
0401352,no,54.73,rollish,None,-1,-1,55.7
0401442,no,54.73,rollish,None,-1,-1,55.7
0401532,no,54.97,rollish,None,-1,-1,56
0401622,no,55.46,rollish,None,-1,-1,56.5
0401712,no,56.41,rollish,None,-1,-1,57.4
0401802,no,57.93,rollish,None,-1,-1,58.9
0402072,no,56.82,rollish,None,-1,-1,57.8
0402162,no,55.5,rollish,None,-1,-1,56.5
0402252,no,54.85,rollish,None,-1,-1,55.9
0402342,no,54.63,rollish,None,-1,-1,55.6
0402432,no,54.7,rollish,None,-1,-1,55.7
0402522,no,55.05,rollish,None,-1,-1,56
0402612,no,55.89,rollish,None,-1,-1,56.9
0402702,no,57.38,rollish,None,-1,-1,58.4
0403062,no,57.31,rollish,None,-1,-1,58.3
0403152,no,55.84,rollish,None,-1,-1,56.8
0403242,no,55.13,rollish,None,-1,-1,56.1
0403332,no,54.94,rollish,None,-1,-1,55.9
0403422,no,55.11,rollish,None,-1,-1,56.1
0403512,no,55.8,rollish,None,-1,-1,56.8
0403602,no,57.22,rollish,None,-1,-1,58.2
0404052,no,57.96,low,MCG,56.6,56.6,1.4
0404142,no,56.39,low,MCG,55.5,55.4,0.8
0404232,no,55.68,low,MCG,55.3,55.4,0.4
0404322,no,55.56,low,MCG,55.5,55.4,0
0404412,no,56.05,low,MCG,56.3,55.4,-0.3
0404502,no,57.33,low,MCG,57.9,56.6,-0.5
0405042,no,58.73,low,MCG,57.4,57.1,1.4
0405132,no,57.19,low,MCG,56.6,55.9,0.6
0405222,no,56.53,low,MCG,56.4,55.9,0.2
0405312,no,56.7,low,MCG,57.1,55.9,-0.4
0405402,no,57.76,low,MCG,58.4,57.1,-0.6
0406032,no,59.68,medium,MCG,58.4,57.6,1.3
0406122,no,58.23,medium,MCG,57.6,56.4,0.6
0406212,no,57.84,medium,MCG,57.9,56.4,-0.1
0406302,no,58.59,medium,MCG,59.1,57.6,-0.6
0407022,no,60.77,high,MCG,59.5,58.1,1.3
0407112,no,59.63,high,MCG,59.2,56.9,0.4
0407202,no,59.82,high,MCG,60,58.1,-0.1
0408012,no,62.08,high,MCG,61,58.6,1.1
0408102,no,61.51,high,MCG,61.3,58.6,0.3
0409002,no,63.7,high,MCG,63,60.3,0.7
0410082,no,56.04,rollish,None,-1,-1,57
0410172,no,55.32,rollish,None,-1,-1,56.3
0410262,no,55.04,rollish,None,-1,-1,56
0410352,no,54.96,rollish,None,-1,-1,56
0410442,no,55.07,rollish,None,-1,-1,56.1
0410532,no,55.43,rollish,None,-1,-1,56.4
0410622,no,56.1,rollish,None,-1,-1,57.1
0410712,no,57.26,rollish,None,-1,-1,58.3
0410802,no,58.88,rollish,None,-1,-1,59.9
0411072,no,55.79,rollish,None,-1,-1,56.8
0411162,no,54.72,rollish,None,-1,-1,55.7
0411252,no,54.26,rollish,None,-1,-1,55.3
0411342,no,54.18,rollish,None,-1,-1,55.2
0411432,no,54.36,rollish,None,-1,-1,55.4
0411522,no,54.87,rollish,None,-1,-1,55.9
0411612,no,55.9,rollish,None,-1,-1,56.9
0411702,no,57.48,rollish,None,-1,-1,58.5
0412062,no,56.05,rollish,None,-1,-1,57
0412152,no,54.78,rollish,None,-1,-1,55.8
0412242,no,54.23,rollish,None,-1,-1,55.2
0412332,no,54.18,rollish,None,-1,-1,55.2
0412422,no,54.48,rollish,None,-1,-1,55.5
0412512,no,55.33,rollish,None,-1,-1,56.3
0412602,no,56.83,rollish,None,-1,-1,57.8
0413052,no,56.54,low,MCG,56.1,55.9,0.5
0413142,no,55.2,low,MCG,55,54.7,0.2
0413232,no,54.66,low,MCG,54.8,54.7,-0.1
0413322,no,54.7,low,MCG,55,54.7,-0.3
0413412,no,55.36,low,MCG,55.8,54.7,-0.4
0413502,no,56.76,low,MCG,57.3,55.9,-0.5
0414042,no,57.25,low,MCG,56.5,56.4,0.8
0414132,no,55.92,low,MCG,55.8,55.2,0.2
0414222,no,55.44,low,MCG,55.5,55.2,-0.1
0414312,no,55.86,low,MCG,56.3,55.2,-0.4
0414402,no,57.09,low,MCG,57.5,56.4,-0.4
0415032,no,58.17,medium,MCG,57.6,56.9,0.6
0415122,no,56.96,medium,MCG,56.8,55.7,0.2
0415212,no,56.86,medium,MCG,57.1,55.7,-0.2
0415302,no,57.87,medium,MCG,58.3,56.9,-0.4
0416022,no,59.33,high,MCG,58.6,57.4,0.7
0416112,no,58.48,high,MCG,58.4,56.2,0.1
0416202,no,59.07,high,MCG,59.1,57.4,0
0417012,no,60.76,high,MCG,60.2,57.9,0.6
0417102,no,60.58,high,MCG,60.4,57.9,0.2
0418002,no,62.55,high,MCG,62.2,59.6,0.3
0420072,no,56.31,rollish,None,-1,-1,57.3
0420162,no,55.57,rollish,None,-1,-1,56.6
0420252,no,55.33,rollish,None,-1,-1,56.3
0420342,no,55.38,rollish,None,-1,-1,56.4
0420432,no,55.66,rollish,None,-1,-1,56.7
0420522,no,56.27,rollish,None,-1,-1,57.3
0420612,no,57.36,rollish,None,-1,-1,58.4
0420702,no,58.91,rollish,None,-1,-1,59.9
0421062,no,55.89,rollish,None,-1,-1,56.9
0421152,no,54.9,rollish,None,-1,-1,55.9
0421242,no,54.56,rollish,None,-1,-1,55.6
0421332,no,54.64,rollish,None,-1,-1,55.6
0421422,no,55.07,rollish,None,-1,-1,56.1
0421512,no,56.01,rollish,None,-1,-1,57
0421602,no,57.52,rollish,None,-1,-1,58.5
0422052,no,55.96,low,MCG,56,56.4,0
0422142,no,54.96,low,MCG,54.9,55.2,0
0422232,no,54.61,low,5 flat,55,55.2,-0.4
0422322,no,54.8,low,5 flat,55,55.2,-0.2
0422412,no,55.56,low,MCG,55.7,55.2,-0.1
0422502,no,56.94,low,MCG,57.3,56.4,-0.3
0423042,no,56.4,low,MCG,56.4,56.9,0
0423132,no,55.45,low,MCG,55.7,55.7,-0.2
0423222,no,55.22,low,5 flat,55.5,55.7,-0.3
0423312,no,55.78,low,MCG,56.2,55.7,-0.4
0423402,no,57.01,low,MCG,57.4,56.9,-0.4
0424032,no,57.21,medium,MCG,57.2,57.4,0
0424122,no,56.4,medium,MCG,56.4,56.2,0
0424212,no,56.57,medium,MCG,56.7,56.2,-0.1
0424302,no,57.66,medium,MCG,57.9,57.4,-0.3
0425022,no,58.38,high,MCG,58.3,57.9,0.1
0425112,no,57.94,high,MCG,58,56.7,-0.1
0425202,no,58.78,high,MCG,58.8,57.9,0
0426012,no,59.96,high,MCG,59.8,58.4,0.2
0426102,no,60.13,high,MCG,60,58.4,0.1
0427002,no,61.89,high,MCG,61.9,60.1,0
0430062,no,57,rollish,None,-1,-1,58
0430152,no,56.32,rollish,None,-1,-1,57.3
0430242,no,56.15,rollish,None,-1,-1,57.1
0430332,no,56.33,rollish,None,-1,-1,57.3
0430422,no,56.8,rollish,None,-1,-1,57.8
0430512,no,57.71,rollish,None,-1,-1,58.7
0430602,no,59.19,rollish,None,-1,-1,60.2
0431052,no,56.37,low,MCG,57,56.9,-0.6
0431142,no,55.6,low,MCG,55.9,55.7,-0.3
0431232,no,55.41,low,MCG,55.6,55.7,-0.2
0431322,no,55.7,low,MCG,55.9,55.7,-0.2
0431412,no,56.53,low,MCG,56.6,55.7,-0.1
0431502,no,57.98,low,MCG,58.2,56.9,-0.2
0432042,no,56.36,low,MCG,56.9,57.4,-0.5
0432132,no,55.69,low,MCG,56.1,56.2,-0.5
0432222,no,55.62,low,5 flat,56,56.2,-0.4
0432312,no,56.29,low,MCG,56.6,56.2,-0.4
0432402,no,57.56,low,MCG,57.9,57.4,-0.3
0433032,no,56.88,medium,MCG,57.6,57.9,-0.8
0433122,no,56.4,medium,MCG,56.9,56.7,-0.5
0433212,no,56.79,medium,MCG,57.1,56.7,-0.4
0433302,no,57.91,medium,MCG,58.4,57.9,-0.5
0434022,no,57.96,high,MCG,58.4,58.4,-0.4
0434112,no,57.89,high,MCG,58.1,57.2,-0.3
0434202,no,58.86,high,MCG,58.9,58.4,0
0435012,no,59.6,high,MCG,60,58.9,-0.4
0435102,no,60.1,high,MCG,60.2,58.9,-0.1
0436002,no,61.66,high,MCG,62,60.6,-0.3
0440052,no,57.97,low,MCG,58.1,58.6,-0.2
0440142,no,57.39,low,MCG,57.1,57.4,0.3
0440232,no,57.34,low,MCG,56.8,57.4,0.5
0440322,no,57.68,low,MCG,57.1,57.4,0.6
0440412,no,58.43,low,MCG,57.8,57.4,0.6
0440502,no,59.75,low,MCG,59.4,58.6,0.4
0441042,no,57.3,low,MCG,57.8,57.9,-0.5
0441132,no,56.74,low,MCG,57.1,56.7,-0.4
0441222,no,56.77,low,MCG,56.8,56.7,-0.1
0441312,no,57.46,low,MCG,57.6,56.7,-0.1
0441402,no,58.8,low,MCG,58.8,57.9,0
0442032,no,57.34,medium,MCG,58.1,58.4,-0.8
0442122,no,57.04,medium,MCG,57.3,57.2,-0.3
0442212,no,57.52,medium,MCG,57.6,57.2,-0.1
0442302,no,58.69,medium,MCG,58.8,58.4,-0.2
0443022,no,58.15,high,MCG,58.8,58.9,-0.7
0443112,no,58.34,high,MCG,58.6,57.7,-0.3
0443202,no,59.38,high,MCG,59.3,58.9,0
0444012,no,59.74,high,MCG,60.1,59.4,-0.4
0444102,no,60.5,high,MCG,60.3,59.4,0.2
0445002,no,61.87,high,MCG,62.1,61.1,-0.3
0450042,no,59.18,low,MCG,59.4,59.6,-0.2
0450132,no,58.76,low,MCG,58.6,58.4,0.2
0450222,no,58.87,low,MCG,58.4,58.4,0.5
0450312,no,59.44,low,MCG,59.1,58.4,0.3
0450402,no,60.58,low,MCG,60.4,59.6,0.2
0451032,no,58.64,medium,MCG,59.4,58.9,-0.7
0451122,no,58.38,medium,MCG,58.6,57.7,-0.2
0451212,no,58.83,medium,MCG,58.9,57.7,0
0451302,no,60.02,medium,MCG,60.1,58.9,-0.1
0452022,no,58.96,high,MCG,59.6,59.4,-0.6
0452112,no,59.26,high,MCG,59.4,58.2,-0.1
0452202,no,60.32,high,MCG,60.1,59.4,0.2
0453012,no,60.34,high,MCG,60.9,59.9,-0.5
0453102,no,61.28,high,MCG,61.1,59.9,0.2
0454002,no,62.47,high,MCG,62.6,61.6,-0.1
0460032,no,60.7,medium,MCG,60.9,60.6,-0.1
0460122,no,60.51,medium,MCG,60.1,59.4,0.4
0460212,no,60.83,medium,MCG,60.4,59.4,0.5
0460302,no,61.75,medium,MCG,61.6,60.6,0.1
0461022,no,60.47,high,MCG,60.9,59.9,-0.4
0461112,no,60.68,high,MCG,60.6,58.7,0.1
0461202,no,61.61,high,MCG,61.4,59.9,0.3
0462012,no,61.38,high,MCG,61.6,60.4,-0.2
0462102,no,62.31,high,MCG,61.9,60.4,0.5
0463002,no,63.38,high,MCG,63.4,62.1,0
0470022,no,62.59,high,MCG,62.4,61.6,0.2
0470112,no,62.68,high,MCG,62.1,60.4,0.6
0470202,no,63.28,high,MCG,62.9,61.6,0.4
0471012,no,62.9,high,MCG,62.9,60.9,0
0471102,no,63.59,high,MCG,63.1,60.9,0.5
0472002,no,64.51,high,MCG,64.1,62.6,0.4
0480012,no,64.9,high,MCG,64.3,62.6,0.6
0480102,no,65.26,high,MCG,64.6,62.6,0.7
0481002,no,65.86,high,MCG,65.3,63.1,0.5
0490002,no,67.56,high,MCG,66.8,64.8,0.7
0500082,no,58.44,rollish,None,-1,-1,59.4
0500172,no,57.76,rollish,None,-1,-1,58.8
0500262,no,57.43,rollish,None,-1,-1,58.4
0500352,no,57.29,rollish,None,-1,-1,58.3
0500442,no,57.36,rollish,None,-1,-1,58.4
0500532,no,57.66,rollish,None,-1,-1,58.7
0500622,no,58.23,rollish,None,-1,-1,59.2
0500712,no,59.21,rollish,None,-1,-1,60.2
0500802,no,60.72,rollish,None,-1,-1,61.7
0501072,no,58.34,rollish,None,-1,-1,59.3
0501162,no,57.26,rollish,None,-1,-1,58.3
0501252,no,56.75,rollish,None,-1,-1,57.8
0501342,no,56.58,rollish,None,-1,-1,57.6
0501432,no,56.69,rollish,None,-1,-1,57.7
0501522,no,57.09,rollish,None,-1,-1,58.1
0501612,no,57.93,rollish,None,-1,-1,58.9
0501702,no,59.36,rollish,None,-1,-1,60.4
0502062,no,58.64,rollish,None,-1,-1,59.6
0502152,no,57.29,rollish,None,-1,-1,58.3
0502242,no,56.65,rollish,None,-1,-1,57.6
0502332,no,56.5,rollish,None,-1,-1,57.5
0502422,no,56.69,rollish,None,-1,-1,57.7
0502512,no,57.37,rollish,None,-1,-1,58.4
0502602,no,58.72,rollish,None,-1,-1,59.7
0503052,no,59.16,low,MCG,57.9,58.1,1.3
0503142,no,57.71,low,MCG,57.1,56.9,0.6
0503232,no,57.02,low,MCG,56.9,56.9,0.2
0503322,no,56.93,low,MCG,57.1,56.9,-0.2
0503412,no,57.39,low,MCG,57.9,56.9,-0.5
0503502,no,58.6,low,MCG,59.1,58.1,-0.5
0504042,no,59.86,low,MCG,58.6,58.6,1.3
0504132,no,58.4,low,MCG,57.9,57.4,0.5
0504222,no,57.75,low,MCG,57.6,57.4,0.1
0504312,no,57.89,low,MCG,58.4,57.4,-0.5
0504402,no,58.86,low,MCG,59.6,58.6,-0.7
0505032,no,60.77,medium,MCG,59.4,59.1,1.4
0505122,no,59.35,medium,MCG,58.6,57.9,0.8
0505212,no,58.93,medium,MCG,58.9,57.9,0.1
0505302,no,59.57,medium,MCG,60.1,59.1,-0.5
0506022,no,61.85,high,MCG,60.4,59.6,1.5
0506112,no,60.67,high,MCG,60.1,58.4,0.5
0506202,no,60.74,high,MCG,60.9,59.6,-0.2
0507012,no,63.12,high,MCG,62,60.1,1.2
0507102,no,62.45,high,MCG,62.2,60.1,0.3
0508002,no,64.69,high,MCG,64,61.8,0.7
0510072,no,57.79,rollish,None,-1,-1,58.8
0510162,no,57.08,rollish,None,-1,-1,58.1
0510252,no,56.8,rollish,None,-1,-1,57.8
0510342,no,56.81,rollish,None,-1,-1,57.8
0510432,no,57.09,rollish,None,-1,-1,58.1
0510522,no,57.71,rollish,None,-1,-1,58.7
0510612,no,58.85,rollish,None,-1,-1,59.9
0510702,no,60.48,rollish,None,-1,-1,61.5
0511062,no,57.58,rollish,None,-1,-1,58.6
0511152,no,56.54,rollish,None,-1,-1,57.5
0511242,no,56.13,rollish,None,-1,-1,57.1
0511332,no,56.15,rollish,None,-1,-1,57.1
0511422,no,56.54,rollish,None,-1,-1,57.5
0511512,no,57.48,rollish,None,-1,-1,58.5
0511602,no,59.01,rollish,None,-1,-1,60
0512052,no,57.87,low,MCG,57.3,57.4,0.6
0512142,no,56.66,low,MCG,56.6,56.2,0.1
0512232,no,56.19,low,MCG,56.3,56.2,-0.1
0512322,no,56.29,low,MCG,56.6,56.2,-0.3
0512412,no,57,low,MCG,57.3,56.2,-0.3
0512502,no,58.39,low,MCG,58.6,57.4,-0.2
0513042,no,58.45,low,MCG,58.1,57.9,0.4
0513132,no,57.22,low,MCG,57.3,56.7,-0.1
0513222,no,56.79,low,MCG,57.1,56.7,-0.3
0513312,no,57.22,low,MCG,57.8,56.7,-0.6
0513402,no,58.44,low,MCG,59.1,57.9,-0.6
0514032,no,59.32,medium,MCG,58.8,58.4,0.5
0514122,no,58.15,medium,MCG,58.1,57.2,0.1
0514212,no,58.04,medium,MCG,58.3,57.2,-0.3
0514302,no,59.02,medium,MCG,59.6,58.4,-0.5
0515022,no,60.42,high,MCG,59.6,58.9,0.9
0515112,no,59.55,high,MCG,59.3,57.7,0.2
0515202,no,60.06,high,MCG,60.1,58.9,0
0516012,no,61.8,high,MCG,61.1,59.4,0.7
0516102,no,61.55,high,MCG,61.4,59.4,0.2
0517002,no,63.52,high,MCG,63.2,61.1,0.4
0520062,no,57.88,rollish,None,-1,-1,58.9
0520152,no,57.21,rollish,None,-1,-1,58.2
0520242,no,57.06,rollish,None,-1,-1,58.1
0520332,no,57.26,rollish,None,-1,-1,58.3
0520422,no,57.8,rollish,None,-1,-1,58.8
0520512,no,58.89,rollish,None,-1,-1,59.9
0520602,no,60.45,rollish,None,-1,-1,61.5
0521052,no,57.59,low,MCG,57.8,57.9,-0.2
0521142,no,56.69,low,MCG,57,56.7,-0.3
0521232,no,56.46,low,MCG,56.8,56.7,-0.3
0521322,no,56.76,low,MCG,57,56.7,-0.2
0521412,no,57.65,low,MCG,57.8,56.7,-0.1
0521502,no,59.12,low,MCG,59,57.9,0.1
0522042,no,57.84,low,MCG,58,58.4,-0.2
0522132,no,56.92,low,MCG,57.3,57.2,-0.3
0522222,no,56.74,low,5 flat,57.5,57.2,-0.8
0522312,no,57.38,low,MCG,57.8,57.2,-0.4
0522402,no,58.66,low,MCG,59,58.4,-0.3
0523032,no,58.48,medium,MCG,58.8,58.9,-0.3
0523122,no,57.68,medium,MCG,58,57.7,-0.3
0523212,no,57.88,medium,MCG,58.3,57.7,-0.4
0523302,no,59,medium,MCG,59.5,58.9,-0.5
0524022,no,59.52,high,MCG,59.5,59.4,0
0524112,no,59.09,high,MCG,59.3,58.2,-0.2
0524202,no,59.92,high,MCG,60,59.4,-0.1
0525012,no,61.02,high,MCG,60.8,59.9,0.3
0525102,no,61.19,high,MCG,61,59.9,0.2
0526002,no,62.89,high,MCG,62.8,61.6,0.1
0530052,no,58.56,low,MCG,59,59.6,-0.4
0530142,no,58.01,low,MCG,58.2,58.4,-0.2
0530232,no,58.01,low,MCG,58,58.4,0.1
0530322,no,58.42,low,MCG,58.2,58.4,0.2
0530412,no,59.33,low,MCG,59,58.4,0.4
0530502,no,60.77,low,MCG,60.2,59.6,0.6
0531042,no,58.18,low,MCG,59,58.9,-0.8
0531132,no,57.54,low,MCG,58.2,57.7,-0.7
0531222,no,57.57,low,MCG,58,57.7,-0.4
0531312,no,58.33,low,MCG,58.7,57.7,-0.4
0531402,no,59.69,low,MCG,60,58.9,-0.3
0532032,no,58.43,medium,MCG,59.2,59.4,-0.8
0532122,no,57.95,medium,MCG,58.5,58.2,-0.5
0532212,no,58.37,medium,MCG,58.7,58.2,-0.3
0532302,no,59.55,medium,MCG,60,59.4,-0.4
0533022,no,59.28,high,MCG,60,59.9,-0.7
0533112,no,59.25,high,MCG,59.7,58.7,-0.5
0533202,no,60.23,high,MCG,60.5,59.9,-0.2
0534012,no,60.79,high,MCG,61.2,60.4,-0.4
0534102,no,61.35,high,MCG,61.5,60.4,-0.1
0535002,no,62.79,high,MCG,63,62.1,-0.2
0540042,no,59.59,low,MCG,60.1,60.6,-0.6
0540132,no,59.22,low,MCG,59.4,59.4,-0.2
0540222,no,59.41,low,MCG,59.1,59.4,0.3
0540312,no,60.13,low,MCG,59.9,59.4,0.2
0540402,no,61.38,low,MCG,61.1,60.6,0.2
0541032,no,59.29,medium,MCG,60.1,59.9,-0.9
0541122,no,58.99,medium,MCG,59.4,58.7,-0.4
0541212,no,59.5,medium,MCG,59.6,58.7,-0.1
0541302,no,60.73,medium,MCG,60.9,59.9,-0.2
0542022,no,59.75,high,MCG,60.4,60.4,-0.6
0542112,no,59.96,high,MCG,60.1,59.2,-0.2
0542202,no,61.01,high,MCG,60.9,60.4,0.1
0543012,no,61.12,high,MCG,61.6,60.9,-0.5
0543102,no,61.97,high,MCG,61.9,60.9,0.1
0544002,no,63.18,high,MCG,63.4,62.6,-0.2
0550032,no,60.98,medium,MCG,61.4,61.6,-0.4
0550122,no,60.87,medium,MCG,60.6,60.4,0.3
0550212,no,61.34,medium,MCG,60.9,60.4,0.5
0550302,no,62.37,medium,MCG,62.1,61.6,0.3
0551022,no,60.96,high,MCG,61.4,60.9,-0.4
0551112,no,61.19,high,MCG,61.1,59.7,0.1
0551202,no,62.19,high,MCG,61.9,60.9,0.3
0552012,no,61.98,high,MCG,62.1,61.4,-0.1
0552102,no,62.89,high,MCG,62.4,61.4,0.5
0553002,no,63.97,high,MCG,63.9,63.1,0.1
0560022,no,62.81,high,MCG,62.9,62.6,0
0560112,no,63.03,high,MCG,62.6,61.4,0.4
0560202,no,63.77,high,MCG,63.4,62.6,0.4
0561012,no,63.32,high,MCG,63.4,61.9,0
0561102,no,64.07,high,MCG,63.6,61.9,0.5
0562002,no,65.01,high,MCG,64.6,63.6,0.4
0570012,no,65.15,high,MCG,64.8,63.6,0.3
0570102,no,65.64,high,MCG,65.1,63.6,0.5
0571002,no,66.27,high,MCG,65.9,64.1,0.4
0580002,no,67.86,high,MCG,67.3,65.8,0.5
0600072,no,60.41,rollish,None,-1,-1,61.4
0600162,no,59.65,rollish,None,-1,-1,60.6
0600252,no,59.34,rollish,None,-1,-1,60.3
0600342,no,59.28,rollish,None,-1,-1,60.3
0600432,no,59.48,rollish,None,-1,-1,60.5
0600522,no,59.98,rollish,None,-1,-1,61
0600612,no,60.91,rollish,None,-1,-1,61.9
0600702,no,62.37,rollish,None,-1,-1,63.4
0601062,no,60.31,rollish,None,-1,-1,61.3
0601152,no,59.17,rollish,None,-1,-1,60.2
0601242,no,58.68,rollish,None,-1,-1,59.7
0601332,no,58.6,rollish,None,-1,-1,59.6
0601422,no,58.87,rollish,None,-1,-1,59.9
0601512,no,59.58,rollish,None,-1,-1,60.6
0601602,no,60.9,rollish,None,-1,-1,61.9
0602052,no,60.64,low,MCG,59.4,59.6,1.2
0602142,no,59.28,low,MCG,58.6,58.4,0.6
0602232,no,58.68,low,MCG,58.4,58.4,0.3
0602322,no,58.64,low,MCG,58.6,58.4,0
0602412,no,59.11,low,MCG,59.4,58.4,-0.3
0602502,no,60.26,low,MCG,60.6,59.6,-0.4
0603042,no,61.2,low,MCG,60.1,60.1,1.1
0603132,no,59.79,low,MCG,59.4,58.9,0.4
0603222,no,59.18,low,MCG,59.1,58.9,0
0603312,no,59.33,low,MCG,59.9,58.9,-0.6
0603402,no,60.26,low,MCG,61.1,60.1,-0.9
0604032,no,62.01,medium,MCG,60.9,60.6,1.1
0604122,no,60.63,medium,MCG,60.1,59.4,0.5
0604212,no,60.19,medium,MCG,60.4,59.4,-0.2
0604302,no,60.77,medium,MCG,61.6,60.6,-0.9
0605022,no,63.04,high,MCG,61.6,61.1,1.4
0605112,no,61.84,high,MCG,61.4,59.9,0.4
0605202,no,61.82,high,MCG,62.1,61.1,-0.3
0606012,no,64.28,high,MCG,62.9,61.6,1.4
0606102,no,63.51,high,MCG,63.1,61.6,0.4
0607002,no,65.78,high,MCG,65,63.3,0.8
0610062,no,59.63,rollish,None,-1,-1,60.6
0610152,no,58.95,rollish,None,-1,-1,60
0610242,no,58.76,rollish,None,-1,-1,59.8
0610332,no,58.91,rollish,None,-1,-1,59.9
0610422,no,59.43,rollish,None,-1,-1,60.4
0610512,no,60.51,rollish,None,-1,-1,61.5
0610602,no,62.11,rollish,None,-1,-1,63.1
0611052,no,59.5,low,MCG,59.4,58.9,0.1
0611142,no,58.55,low,MCG,58.6,57.7,-0.1
0611232,no,58.25,low,MCG,58.4,57.7,-0.1
0611322,no,58.46,low,MCG,58.6,57.7,-0.1
0611412,no,59.27,low,MCG,59.4,57.7,-0.1
0611502,no,60.72,low,MCG,60.6,58.9,0.1
0612042,no,59.89,low,MCG,59.6,59.4,0.3
0612132,no,58.81,low,MCG,58.9,58.2,0
0612222,no,58.5,low,MCG,58.6,58.2,-0.1
0612312,no,58.97,low,MCG,59.4,58.2,-0.4
